"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"388",67960,"chr1",50508625,50509285,2.7871,"transcription_start_site","+",50513685,50513685,-4400,-4732,1996,"ELAVL4","chr1:50513685-50513685",9900,"PNEM,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:50513685-50513685&pix=800&Submit=submit","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)","NM_001144777","HUD"
"8393",71029,"chr4",123839671,123839823,2.1946,"transcription_start_site","+",123844224,123844224,-4401,-4480,166378,"SPATA5","chr4:123844224-123844224",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:123844224-123844224&pix=800&Submit=submit,SPAF","spermatogenesis associated 5","NM_145207","AFG2"
"14719",73378,"chr8",11137349,11137598,2.2676,"transcription_start_site","+",11141999,11141999,-4401,-4525,66036,"MTMR9","chr8:11141999-11141999",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:11141999-11141999&pix=800&Submit=submit,DKFZp434K171,LIP-STYX,MTMR8,MGC126672","myotubularin related protein 9","NM_015458","C8orf9"
"25449",77486,"chr17",2211472,2211855,2.8258,"transcription_start_site","-",2207069,2207069,-4403,-4594,23293,"SMG6","chr17:2207069-2207069",9900,"SMG-6,EST1A,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:2207069-2207069&pix=800&Submit=submit,KIAA0732","Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)","NM_017575","C17orf31"
"12329",72466,"chr6",105400171,105400518,2.8173,"transcription_start_site","+",105404922,105404922,-4404,-4576,389421,"LIN28B","chr6:105404922-105404922",9900,"FLJ16517,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:105404922-105404922&pix=800&Submit=submit","lin-28 homolog B (C. elegans)","NM_001004317","CSDD2"
"6272",70215,"chr3",160112674,160113022,2.4463,"transcription_start_site","+",160117429,160117429,-4407,-4576,10051,"SMC4","chr3:160117429-160117429",9900,"hCAP-C,SMC4L1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:160117429-160117429&pix=800&Submit=submit","structural maintenance ofchromosomes 4","NM_001002800","CAPC"
"20033",75446,"chr11",88905579,88906631,2.697,"transcription_start_site","+",88911039,88911039,-4408,-4936,7299,"TYR","chr11:88911039-88911039",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:88911039-88911039&pix=800&Submit=submit,OCAIA,SHEP3","tyrosinase (oculocutaneous albinism IA)","NM_000372","OCA1A"
"4705",69625,"chr3",40346515,40346761,2.1641,"transcription_start_site","+",40351172,40351172,-4411,-4532,10289,"EIF1B","chr3:40351172-40351172",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:40351172-40351172&pix=800&Submit=submit","eukaryotic translation initiation factor 1B","NM_005875","GC20"
"4622",69604,"chr3",33834382,33835650,3.3496,"transcription_start_site","+",33840065,33840065,-4415,-5048,10015,"PDCD6IP","chr3:33840065-33840065",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:33840065-33840065&pix=800&Submit=submit,MGC17003,HP95,Alix,DRIP4","programmed cell death 6 interacting protein","NM_013374","AIP1"
"16589",74084,"chr9",22442263,22442421,2.3176,"transcription_start_site","+",22446839,22446839,-4418,-4498,63951,"DMRTA1","chr9:22446839-22446839",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:22446839-22446839&pix=800&Submit=submit,MGC163309,MGC163307","DMRT-like family A1","NM_022160","DMO"
"14394",73253,"chr7",122640179,122640433,3.0747,"transcription_start_site","-",122635754,122635754,-4425,-4552,50833,"TAS2R16","chr7:122635754-122635754",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:122635754-122635754&pix=800&Submit=submit","taste receptor, type 2, member 16","NM_016945","T2R16"
"4695",69621,"chr3",39516585,39517158,2.6688,"transcription_start_site","+",39521585,39521585,-4427,-4712,4336,"MOBP","chr3:39521585-39521585",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:39521585-39521585&pix=800&Submit=submit","myelin-associated oligodendrocyte basic protein","BC119694","MGC87379"
"27207",78214,"chr19",52795842,52795991,2.3293,"transcription_start_site","+",52800425,52800425,-4434,-4508,147657,"ZNF480","chr19:52800425-52800425",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:52800425-52800425&pix=800&Submit=submit","zinc finger protein 480","NM_144684","MGC32104"
"12485",72522,"chr6",116844570,116845756,3.0388,"transcription_start_site","+",116850194,116850194,-4438,-5024,221301,"FAM26D","chr6:116850194-116850194",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:116850194-116850194&pix=800&Submit=submit,FLJ32239","family with sequence similarity 26, member D","NM_153036","C6orf78"
"19367",75170,"chr11",55129958,55130917,2.6513,"transcription_start_site","+",55135359,55135359,-4442,-4920,81328,"OR4A15","chr11:55135359-55135359",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:55135359-55135359&pix=800&Submit=submit","olfactory receptor, family 4, subfamily A, member 15","NM_001005275","OR11-118"
"17565",74462,"chr10",22597323,22600855,3.3042,"transcription_start_site","+",22605298,22605298,-4443,-6208,23412,"COMMD3","chr10:22605298-22605298",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:22605298-22605298&pix=800&Submit=submit,C10orf8,DKFZp686K0399,FLJ45471","COMM domain containing 3","NM_012071","BUP"
"25005",77325,"chr15",99188035,99188317,2.7891,"transcription_start_site","+",99192760,99192760,-4443,-4584,3480,"IGF1R","chr15:99192760-99192760",9900,"MGC142172,IGFIR,MGC18216,MGC142170,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:99192760-99192760&pix=800&Submit=submit,IGFR,JTK13","insulin-like growth factor 1 receptor","NM_000875","CD221"
"22189",76263,"chr12",90096326,90098287,3.3246,"transcription_start_site","+",90102731,90102731,-4444,-5416,338758,"LOC338758","chr12:90102731-90102731",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:90102731-90102731&pix=800&Submit=submit","hypothetical LOC338758","NR_028138","-"
"1531",68392,"chr1",152580906,152581841,3.3644,"transcription_start_site","+",152586286,152586286,-4445,-4912,353143,"LCE3B","chr1:152586286-152586286",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:152586286-152586286&pix=800&Submit=submit","late cornified envelope 3B","NM_178433","LEP14"
"8278",70988,"chr4",120128905,120129336,2.9561,"transcription_start_site","+",120133781,120133781,-4445,-4664,54532,"USP53","chr4:120133781-120133781",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:120133781-120133781&pix=800&Submit=submit","ubiquitin specific peptidase 53","NM_019050","DKFZp781E1417"
"18565",74853,"chr11",5013845,5015754,2.7214,"transcription_start_site","+",5020208,5020208,-4454,-5408,119682,"OR51L1","chr11:5020208-5020208",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:5020208-5020208&pix=800&Submit=submit","olfactory receptor, family 51, subfamily L, member 1","BC146584","OR11-31"
"20705",75690,"chr11",124772176,124774251,2.7557,"transcription_start_site","-",124767719,124767719,-4457,-5496,54538,"ROBO4","chr11:124767719-124767719",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:124767719-124767719&pix=800&Submit=submit,FLJ20798,MGC133352,MGC133353,MRB","roundabout homolog 4, magic roundabout (Drosophila)","BC039602","ECSM4"
"16373",74013,"chr9",14987906,14988861,2.3447,"transcription_start_site","+",14993324,14993324,-4463,-4940,389705,"LOC389705","chr9:14993324-14993324",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:14993324-14993324&pix=800&Submit=submit","chromosome 4 open reading frame 27 pseudogene","NR_003920","FLJ20543"
"6922",70459,"chr4",36279123,36281175,2.1937,"transcription_start_site","+",36285643,36285643,-4468,-5492,401124,"FLJ16686","chr4:36285643-36285643",9900,"FLJ37365,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:36285643-36285643&pix=800&Submit=submit","death domain containing 1","BC157885","FLJ16686"
"13710",72984,"chr7",38675427,38675889,2.9332,"transcription_start_site","-",38670958,38670958,-4469,-4696,273,"AMPH","chr7:38670958-38670958",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:38670958-38670958&pix=800&Submit=submit","amphiphysin","BC034376","AMPH1"
"24293",77043,"chr14",101415076,101416208,2.216,"transcription_start_site","+",101420680,101420680,-4472,-5040,767580,"SNORD114-4","chr14:101420680-101420680",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:101420680-101420680&pix=800&Submit=submit","small nucleolar RNA, C/D box 114-4","NR_003196","14q(II-4)"
"30299",79350,"chrY",24992224,24993257,4.047,"transcription_start_site","+",24997730,24997730,-4473,-4990,474151,"TTTY17B","chrY:24997730-24997730",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:24997730-24997730&pix=800&Submit=submit","testis-specific transcript, Y-linked 17B (non-protein coding)","NR_002180","NCRNA00141"
"30300",79350,"chrY",24992224,24993257,4.047,"transcription_start_site","+",24997730,24997730,-4473,-4990,474152,"TTTY17C","chrY:24997730-24997730",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:24997730-24997730&pix=800&Submit=submit","testis-specific transcript, Y-linked 17C (non-protein coding)","NR_002179","NCRNA00142"
"30301",79350,"chrY",24992224,24993257,4.047,"transcription_start_site","+",24997730,24997730,-4473,-4990,252949,"TTTY17A","chrY:24997730-24997730",9900,"TTTY17,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:24997730-24997730&pix=800&Submit=submit","testis-specific transcript, Y-linked 17A (non-protein coding)","NR_001526","NCRNA00140"
"21982",76179,"chr12",70321392,70321841,2.5522,"transcription_start_site","+",70326315,70326315,-4474,-4696,196446,"C12orf28","chr12:70326315-70326315",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:70326315-70326315&pix=800&Submit=submit,MGC126869","chromosome 12 open reading frame 28","BC143553","FLJ25056"
"19687",75321,"chr11",59617449,59617583,2.3241,"transcription_start_site","-",59612974,59612974,-4475,-4540,2694,"GIF","chr11:59612974-59612974",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:59612974-59612974&pix=800&Submit=submit,IFMH,INF,TCN3","gastric intrinsic factor (vitamin B synthesis)","NM_005142","IF"
"11872",72311,"chr6",71117330,71118629,1.9223,"transcription_start_site","+",71123106,71123106,-4477,-5120,57579,"FAM135A","chr6:71123106-71123106",9900,"KIAA1411,FLJ13577,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:71123106-71123106&pix=800&Submit=submit","family with sequence similarity 135, member A","NM_001105531","DKFZp781H2319"
"23752",76832,"chr14",39698481,39698646,2.3718,"transcription_start_site","+",39703124,39703124,-4478,-4560,117153,"MIA2","chr14:39703124-39703124",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:39703124-39703124&pix=800&Submit=submit","melanoma inhibitory activity 2","NM_054024","FLJ22404"
"6939",70468,"chr4",39058133,39059580,3.1898,"transcription_start_site","+",39064059,39064059,-4479,-5204,51088,"KLHL5","chr4:39064059-39064059",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:39064059-39064059&pix=800&Submit=submit","kelch-like 5 (Drosophila)","NM_199039","-"
"25398",77465,"chr16",77216955,77220349,3.6079,"transcription_start_site","+",77224835,77224835,-4486,-6176,22879,"MON1B","chr16:77224835-77224835",9900,"SAND2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:77224835-77224835&pix=800&Submit=submit","MON1 homolog B (yeast)","NM_014940","HSRG1"
"4053",69365,"chr2",203771937,203772487,2.3396,"transcription_start_site","+",203776977,203776977,-4490,-4768,79800,"ALS2CR8","chr2:203776977-203776977",9900,"NYD-SP24,DKFZp667N246,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:203776977-203776977&pix=800&Submit=submit,FLJ12675,FLJ21579","amyotrophic lateral sclerosis 2 (juvenile)chromosome region, candidate 8","NM_001104586","CARF"
"29834",79186,"chrX",128668275,128669755,2.6556,"transcription_start_site","+",128674247,128674247,-4492,-5240,4952,"OCRL","chrX:128674247-128674247",9900,"OCRL1,LOCR,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:128674247-128674247&pix=800&Submit=submit,NPHL2","oculocerebrorenal syndrome of Lowe","BC094726","INPP5F"
"3210",69010,"chr2",107508044,107508609,2.8045,"transcription_start_site","-",107503550,107503550,-4494,-4776,84620,"ST6GAL2","chr2:107503550-107503550",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:107503550-107503550&pix=800&Submit=submit,SIAT2,FLJ38334,ST6GalII,FLJ37730,KIAA1877","ST6 beta-galactosamide alpha-2,6-sialyltranferase 2","BC008680","FLJ30711"
"495",68005,"chr1",63057633,63058690,2.8075,"transcription_start_site","+",63063186,63063186,-4496,-5024,27329,"ANGPTL3","chr1:63063186-63063186",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:63063186-63063186&pix=800&Submit=submit","angiopoietin-like 3","NM_014495","ANGPT5"
"10053",35943,"chr5",115181995,115182493,3.0126,"transcription_start_site","-",115177499,115177499,-4496,-4744,9140,"ATG12","chr5:115177499-115177499",9900,"HAPG12,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:115177499-115177499&pix=800&Submit=submit,FBR93,APG12L","ATG12 autophagy related 12 homolog (S. cerevisiae)","NM_004707","APG12"
"17105",74291,"chr9",111691467,111691964,2.3967,"transcription_start_site","+",111696460,111696460,-4496,-4752,54942,"C9orf6","chr9:111696460-111696460",9900,"FLJ20457,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:111696460-111696460&pix=800&Submit=submit","chromosome 9 open reading frame 6","BC015795","CG-8"
"24757",27220,"chr15",58424549,58425909,3.1741,"transcription_start_site","+",58430407,58430407,-4498,-5180,366,"AQP9","chr15:58430407-58430407",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:58430407-58430407&pix=800&Submit=submit,SSC1","aquaporin 9","NM_020980","HsT17287"
"10032",71657,"chr5",114603068,114603422,2.2327,"transcription_start_site","-",114598569,114598569,-4499,-4680,5229,"PGGT1B","chr5:114598569-114598569",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:114598569-114598569&pix=800&Submit=submit,GGTI","protein geranylgeranyltransferase type I, beta subunit","NM_005023","BGGI"
"12621",72579,"chr6",126064260,126066224,2.6835,"transcription_start_site","+",126070731,126070731,-4507,-5488,23493,"HEY2","chr6:126070731-126070731",9900,"HERP1,bHLHb32,GRL,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:126070731-126070731&pix=800&Submit=submit,HESR2,MGC10720,HRT2,GRIDLOCK","hairy/enhancer-of-split related with YRPW motif 2","NM_012259","CHF1"
"2278",68668,"chr1",229402226,229402363,2.7505,"transcription_start_site","+",229406878,229406878,-4515,-4576,5867,"RAB4A","chr1:229406878-229406878",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:229406878-229406878&pix=800&Submit=submit,RAB4","RAB4A, member RAS oncogene family","NM_004578","HRES-1/RAB4"
"26972",78113,"chr19",37091153,37091703,2.828,"transcription_start_site","+",37096220,37096220,-4517,-4792,84911,"ZNF382","chr19:37096220-37096220",9900,"KS1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:37096220-37096220&pix=800&Submit=submit","zinc finger protein 382","NM_032825","FLJ14686"
"21520",75991,"chr12",28405057,28405614,2.6214,"transcription_start_site","+",28410132,28410132,-4518,-4796,55297,"CCDC91","chr12:28410132-28410132",9900,"FLJ11088,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:28410132-28410132&pix=800&Submit=submit,HSD8,p56","coiled-coil domain containing 91","NM_018318","DKFZp779L1558"
"5709",70001,"chr3",126907110,126907493,2.3246,"transcription_start_site","+",126912012,126912012,-4519,-4712,285311,"C3orf56","chr3:126912012-126912012",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:126912012-126912012&pix=800&Submit=submit","chromosome 3 open reading frame 56","BC137154","FLJ40141"
"20720",75695,"chr11",125610937,125611667,2.6161,"transcription_start_site","+",125616187,125616187,-4520,-4888,160065,"PATE1","chr11:125616187-125616187",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:125616187-125616187&pix=800&Submit=submit,PATE","prostate and testis expressed 1","NM_138294","MGC129554"
"12054",72364,"chr6",83772690,83772861,2.2705,"transcription_start_site","+",83777384,83777384,-4523,-4608,23033,"DOPEY1","chr6:83777384-83777384",9900,"dJ202D23.2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:83777384-83777384&pix=800&Submit=submit,KIAA1117","dopey family member 1","NM_015018","FLJ35610"
"24408",77088,"chr15",28976926,28978204,2.4624,"transcription_start_site","+",28982728,28982728,-4524,-5164,440253,"WHAMML2","chr15:28982728-28982728",9900,"WHDC1L2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:28982728-28982728&pix=800&Submit=submit","WAS protein homolog associated with actin, golgi membranes and microtubules-like 2 (pseudogene)","NR_026589","FLJ33935"
"8934",71245,"chr4",175199846,175200302,2.6699,"transcription_start_site","+",175204827,175204827,-4525,-4768,80817,"KIAA1712","chr4:175204827-175204827",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:175204827-175204827&pix=800&Submit=submit","KIAA1712","NM_001040157","PS1TP3"
"10665",71882,"chr5",161489970,161490112,2.0677,"transcription_start_site","+",161494647,161494647,-4535,-4592,2566,"GABRG2","chr5:161494647-161494647",9900,"GEFSP3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:161494647-161494647&pix=800&Submit=submit,ECA2","gamma-aminobutyric acid (GABA) A receptor, gamma 2","NM_000816","CAE2"
"25215",77386,"chr16",23648005,23648270,2.2024,"transcription_start_site","+",23652806,23652806,-4536,-4670,84516,"DCTN5","chr16:23652806-23652806",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:23652806-23652806&pix=800&Submit=submit,p25","dynactin 5 (p25)","NM_032486","MGC3248"
"17199",74328,"chr9",123560180,123560356,2.0154,"transcription_start_site","-",123555640,123555640,-4540,-4624,26190,"FBXW2","chr9:123555640-123555640",9900,"Md6,Fwd2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:123555640-123555640&pix=800&Submit=submit,MGC117371","F-box and WD repeat domain containing 2","BC110334","FBW2"
"11081",22162,"chr6",26040842,26041097,2.2177,"transcription_start_site","+",26045638,26045638,-4541,-4670,8352,"HIST1H3C","chr6:26045638-26045638",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:26045638-26045638&pix=800&Submit=submit,H3FC,H3/c","histone cluster 1, H3c","NM_003531","H3.1"
"21337",75921,"chr12",19587396,19588066,3.0832,"transcription_start_site","+",19592607,19592607,-4541,-4876,121536,"AEBP2","chr12:19592607-19592607",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:19592607-19592607&pix=800&Submit=submit","AE binding protein 2","NM_001114176","MGC17922"
"10026",71654,"chr5",113764102,113764684,2.9173,"transcription_start_site","+",113769226,113769226,-4542,-4824,3781,"KCNN2","chr5:113769226-113769226",9900,"SK2,hSK2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:113769226-113769226&pix=800&Submit=submit,SKCA2","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2","NM_170775","KCa2.2"
"4089",69383,"chr2",207502448,207502597,2.2945,"transcription_start_site","+",207507141,207507141,-4544,-4608,200726,"LOC200726","chr2:207507141-207507141",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:207507141-207507141&pix=800&Submit=submit","hCG1657980","NM_001102659","LOC200726"
"14571",73328,"chr7",145808470,145808906,2.9816,"transcription_start_site","+",145813452,145813452,-4546,-4768,26047,"CNTNAP2","chr7:145813452-145813452",9900,"NRXN4,CASPR2,CDFE,DKFZp781D1846,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:145813452-145813452&pix=800&Submit=submit","contactin associated protein-like 2","NM_014141","AUTS15"
"11593",72183,"chr6",47001344,47002295,2.9953,"transcription_start_site","-",46996797,46996797,-4547,-5024,266977,"GPR110","chr6:46996797-46996797",9900,"PGR19,hGPCR36,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:46996797-46996797&pix=800&Submit=submit,FLJ30646,MGC125952,KPG_012","G protein-coupled receptor 110","BC160016","FLJ22684"
"18791",74945,"chr11",6892766,6893308,2.4062,"transcription_start_site","+",6897855,6897855,-4547,-4818,283297,"OR10A4","chr11:6897855-6897855",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:6897855-6897855&pix=800&Submit=submit,OR10A4P","olfactory receptor, family 10, subfamily A, member 4","BC137024","JCG5"
"20986",75800,"chr12",10178101,10178728,2.4811,"transcription_start_site","+",10183275,10183275,-4547,-4861,283420,"CLEC9A","chr12:10183275-10183275",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:10183275-10183275&pix=800&Submit=submit,UNQ9341","C-type lectin domain family 9, member A","NM_207345","DNGR1"
"24303",77045,"chr14",101418506,101418955,2.8376,"transcription_start_site","+",101423502,101423502,-4547,-4776,767582,"SNORD114-6","chr14:101423502-101423502",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:101423502-101423502&pix=800&Submit=submit","small nucleolar RNA, C/D box 114-6","NR_003198","14q(II-6)"
"4365",69490,"chr3",232549,234100,3.2312,"transcription_start_site","+",238649,238649,-4549,-5324,10752,"CHL1","chr3:238649-238649",9900,"FLJ44930,MGC132578,L1CAM2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:238649-238649&pix=800&Submit=submit","cell adhesion molecule with homology to L1CAM (close homolog of L1)","NM_006614","CALL"
"74",67832,"chr1",15981362,15981810,2.7848,"transcription_start_site","+",15986363,15986363,-4553,-4777,6248,"RSC1A1","chr1:15986363-15986363",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:15986363-15986363&pix=800&Submit=submit","regulatory solute carrier protein, family 1, member 1","NM_006511","RS1"
"25652",77571,"chr17",33292979,33293345,2.7927,"transcription_start_site","-",33288421,33288421,-4558,-4742,10693,"CCT6B","chr17:33288421-33288421",9900,"TCP-1-zeta-2,CCTZ-2,Cctz2,TSA303,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:33288421-33288421&pix=800&Submit=submit","chaperonin containing TCP1, subunit 6B (zeta 2)","BC026125","CCT-zeta-2"
"610",68054,"chr1",70379601,70380443,3.2294,"transcription_start_site","+",70385004,70385004,-4561,-4992,5301,"PIN1L","chr1:70385004-70385004",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:70385004-70385004&pix=800&Submit=submit","peptidylprolyl cis/trans isomerase, NIMA-interacting 1-like (pseudogene)","NR_023916","-"
"717",68087,"chr1",76257639,76258004,2.1225,"transcription_start_site","+",76262566,76262566,-4562,-4744,4438,"MSH4","chr1:76262566-76262566",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:76262566-76262566&pix=800&Submit=submit","mutS homolog 4 (E. coli)","BC033030","-"
"27374",78274,"chr20",1241960,1242396,2.7494,"transcription_start_site","+",1246959,1246959,-4563,-4781,9751,"SNPH","chr20:1246959-1246959",9900,"bA314N13.5,MGC46096,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:1246959-1246959&pix=800&Submit=submit","syntaphilin","NM_014723","KIAA0374"
