"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"2330",855,"chr1",156714066,156714419,2.7826,"transcription_start_site","-",156710878,156710878,-3188,-3360,79590,"MRPL24","chr1:156710878-156710878",9900,"MRP-L24,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:156710878-156710878&pix=800&Submit=submit,L24mt,MRP-L18,MGC22737,MGC9831","mitochondrial ribosomal protein L24","BC016700","FLJ20917"
"25287",9574,"chr15",83739196,83739352,2.8922,"transcription_start_site","-",83736006,83736006,-3190,-3272,53339,"BTBD1","chr15:83736006-83736006",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:83736006-83736006&pix=800&Submit=submit,NS5ATP8","BTB (POZ) domain containing 1","BC028097","C15orf1"
"14353",5485,"chr8",11222070,11222719,2.4719,"transcription_start_site","+",11225910,11225910,-3191,-3516,83656,"C8orf12","chr8:11225910-11225910",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:11225910-11225910&pix=800&Submit=submit","chromosome 8 open reading frame 12","NR_026814","-"
"37108",13898,"chrX",148618929,148619364,3.2036,"transcription_start_site","+",148622556,148622556,-3192,-3424,91966,"CXorf40A","chrX:148622556-148622556",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:148622556-148622556&pix=800&Submit=submit,EOLA1,FLJ52212","chromosome X open reading frame 40A","NM_178124","CXorf40"
"23325",8869,"chr14",24626682,24627223,3.6504,"transcription_start_site","+",24630421,24630421,-3198,-3468,10379,"IRF9","chr14:24630421-24630421",9900,"p48,ISGF3,ISGF3G,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:24630421-24630421&pix=800&Submit=submit","interferon regulatory factor 9","NM_006084","IRF-9"
"6875",2601,"chr3",124609344,124609579,3.1126,"transcription_start_site","-",124606144,124606144,-3200,-3312,3693,"ITGB5","chr3:124606144-124606144",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:124606144-124606144&pix=800&Submit=submit","integrin, beta 5","NM_002213","FLJ26658"
"16774",6459,"chr9",136347410,136347847,3.6482,"transcription_start_site","-",136344210,136344210,-3200,-3408,11182,"SLC2A6","chr9:136344210-136344210",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:136344210-136344210&pix=800&Submit=submit,HSA011372,GLUT9","solute carrier family 2 (facilitated glucose transporter), member 6","BC013740","GLUT6"
"1326",513,"chr1",63784656,63785527,3.2743,"transcription_start_site","+",63788729,63788729,-3202,-3636,27022,"FOXD3","chr1:63788729-63788729",9900,"HFH2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:63788729-63788729&pix=800&Submit=submit,Genesis","forkhead box D3","NM_012183","AIS1"
"2570",950,"chr1",179047436,179047909,2.8944,"transcription_start_site","+",179051111,179051111,-3202,-3424,64222,"TOR3A","chr1:179051111-179051111",9900,"FLJ22345,MGC111104,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:179051111-179051111&pix=800&Submit=submit,ADIR2","torsin family 3, member A","NM_022371","ADIR"
"28111",10611,"chr17",25954311,25954967,3.253,"transcription_start_site","+",25958173,25958173,-3206,-3532,3965,"LGALS9","chr17:25958173-25958173",9900,"LGALS9A,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:25958173-25958173&pix=800&Submit=submit,MGC117375,MGC125973,MGC125974","lectin, galactoside-binding, soluble, 9","NM_002308","HUAT"
"36140",13600,"chrX",48758250,48759993,3.6838,"transcription_start_site","-",48755035,48755035,-3215,-4084,10245,"TIMM17B","chrX:48755035-48755035",9900,"TIM17B,JM3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:48755035-48755035&pix=800&Submit=submit","translocase of inner mitochondrial membrane 17 homolog B (yeast)","BC010142","DXS9822"
"13269",5058,"chr7",75021347,75021685,2.3432,"transcription_start_site","+",75024902,75024902,-3217,-3384,375593,"TRIM73","chr7:75024902-75024902",9900,"MGC45477,TRIM50B,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:75024902-75024902&pix=800&Submit=submit","tripartite motif-containing 73","NM_198924","FLJ99347"
"99",41,"chr1",2318557,2319992,3.1785,"transcription_start_site","+",2323213,2323213,-3221,-3938,11079,"RER1","chr1:2323213-2323213",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:2323213-2323213&pix=800&Submit=submit","RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)","NM_007033","-"
"11467",4332,"chr6",43023104,43024149,3.1744,"transcription_start_site","+",43027371,43027371,-3222,-3748,89953,"KLC4","chr6:43027371-43027371",9900,"bA387M24.3,MGC111777,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:43027371-43027371&pix=800&Submit=submit","kinesin light chain 4","NM_201521","KNSL8"
"28771",10829,"chr17",43321929,43322078,2.3596,"transcription_start_site","+",43325302,43325302,-3224,-3300,100133991,"LOC100133991","chr17:43325302-43325302",9900,"FLJ18606,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:43325302-43325302&pix=800&Submit=submit","similar to hCG1995169","NR_024434","FLJ18471"
"35495",13365,"chr22",46443972,46444527,3.94,"transcription_start_site","-",46440748,46440748,-3224,-3500,100271722,"LOC100271722","chr22:46440748-46440748",9900,"LOC100271722,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:46440748-46440748&pix=800&Submit=submit","hypothetical LOC100271722","NR_027036","DKFZp586K1721"
"13635",5186,"chr7",100468123,100469475,3.365,"transcription_start_site","+",100472700,100472700,-3225,-3904,51593,"SRRT","chr7:100472700-100472700",9900,"ASR2,MGC126427,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:100472700-100472700&pix=800&Submit=submit,serrate","serrate RNA effector molecule homolog (Arabidopsis)","NM_001128853","ARS2"
"1113",429,"chr1",45474178,45474603,2.4843,"transcription_start_site","+",45477829,45477829,-3226,-3436,7389,"UROD","chr1:45477829-45477829",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:45477829-45477829&pix=800&Submit=submit","uroporphyrinogen decarboxylase","NM_000374","PCT"
"19232",7385,"chr11",62643990,62645060,2.112,"transcription_start_site","+",62648286,62648286,-3226,-3760,6520,"SLC3A2","chr11:62648286-62648286",9900,"MDU1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:62648286-62648286&pix=800&Submit=submit,4T2HC,4F2HC,CD98,CD98HC,NACAE","solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2","NM_001013251","4F2"
"7409",2814,"chr3",183963791,183964217,2.5227,"transcription_start_site","+",183967444,183967444,-3227,-3440,9718,"ECE2","chr3:183967444-183967444",9900,"MGC78487,MGC17664,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:183967444-183967444&pix=800&Submit=submit,MGC2408","endothelin converting enzyme 2","NM_032331","KIAA0604"
"28227",10653,"chr17",30589397,30589966,2.8494,"transcription_start_site","+",30593194,30593194,-3228,-3514,162494,"RHBDL3","chr17:30593194-30593194",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:30593194-30593194&pix=800&Submit=submit,RHBDL4,MGC119300,VRHO,MGC119301","rhomboid, veinlet-like 3 (Drosophila)","NM_138328","FLJ45582"
"13684",5205,"chr7",102000121,102000629,2.2166,"transcription_start_site","-",101996889,101996889,-3232,-3488,729597,"SPDYE6","chr7:101996889-101996889",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:101996889-101996889&pix=800&Submit=submit","speedy homolog E6 (Xenopus laevis)","NM_001146210","-"
"11302",4272,"chr6",35700600,35701623,2.9914,"transcription_start_site","+",35704858,35704858,-3235,-3744,221481,"C6orf81","chr6:35704858-35704858",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:35704858-35704858&pix=800&Submit=submit","chromosome 6 open reading frame 81","NM_145028","FLJ25390"
"18139",6996,"chr10",133914236,133915075,3.0048,"transcription_start_site","+",133918312,133918312,-3237,-3656,282973,"JAKMIP3","chr10:133918312-133918312",9900,"FLJ37857,NECC2,FLJ41432,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:133918312-133918312&pix=800&Submit=submit,bA140A10.5,C10orf39,Jamip3","Janus kinase and microtubule interacting protein 3","NM_001105521","C10orf14"
"32005",12054,"chr19",45444464,45446005,3.7879,"transcription_start_site","+",45449242,45449242,-3237,-4008,344,"APOC2","chr19:45449242-45449242",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:45449242-45449242&pix=800&Submit=submit","apolipoprotein C-II","NM_000483","MGC75082"
"641",257,"chr1",26500583,26500741,2.0258,"transcription_start_site","+",26503980,26503980,-3239,-3318,10256,"CNKSR1","chr1:26503980-26503980",9900,"KSR,CNK1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:26503980-26503980&pix=800&Submit=submit","connector enhancer of kinase suppressor of Ras 1","NM_006314","CNK"
"14237",5439,"chr7",158796430,158797804,4.9775,"transcription_start_site","+",158801044,158801044,-3240,-3920,154822,"LOC154822","chr7:158801044-158801044",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:158801044-158801044&pix=800&Submit=submit","hypothetical LOC154822","NR_024394","LOC154822"
"13199",5034,"chr7",73145912,73146157,2.5736,"transcription_start_site","+",73149398,73149398,-3241,-3368,171022,"WBSCR26","chr7:73149398-73149398",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:73149398-73149398&pix=800&Submit=submit","Williams Beuren syndromechromosome region 26 (non-protein coding)","NR_026690","NCRNA00035"
"34496",13008,"chr21",45281615,45281874,2.0752,"transcription_start_site","+",45285115,45285115,-3241,-3372,56894,"AGPAT3","chr21:45285115-45285115",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr21:45285115-45285115&pix=800&Submit=submit,MGC4604","1-acylglycerol-3-phosphate O-acyltransferase 3","NM_020132","LPAAT-GAMMA1"
"18287",7037,"chr11",579128,580093,3.7293,"transcription_start_site","-",575885,575885,-3243,-3725,143666,"LOC143666","chr11:575885-575885",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:575885-575885&pix=800&Submit=submit","hypothetical protein LOC143666","NR_026967","-"
"15447",5923,"chr8",144714584,144715127,2.6059,"transcription_start_site","+",144718372,144718372,-3245,-3520,9831,"ZNF623","chr8:144718372-144718372",9900,"MGC104128,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:144718372-144718372&pix=800&Submit=submit","zinc finger protein 623","NM_001082480","MGC103965"
"9780",3762,"chr5",135532100,135532225,2.2407,"transcription_start_site","-",135528851,135528851,-3249,-3312,389332,"LOC389332","chr5:135528851-135528851",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:135528851-135528851&pix=800&Submit=submit","hypothetical LOC389332","NR_024418","-"
"2291",840,"chr1",156178382,156179533,3.0461,"transcription_start_site","+",156182783,156182783,-3250,-3824,11243,"PMF1","chr1:156182783-156182783",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:156182783-156182783&pix=800&Submit=submit","polyamine-modulated factor 1","NM_007221","-"
"14640",5600,"chr8",29948564,29949671,2.8992,"transcription_start_site","+",29952921,29952921,-3250,-3802,23484,"LEPROTL1","chr8:29952921-29952921",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:29952921-29952921&pix=800&Submit=submit,my047,Vps55","leptin receptor overlapping transcript-like 1","NM_001128208","HSPC112"
"15511",5948,"chr8",145984220,145985114,2.9898,"transcription_start_site","-",145980970,145980970,-3250,-3696,90987,"ZNF251","chr8:145980970-145980970",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:145980970-145980970&pix=800&Submit=submit","zinc finger protein 251","NM_138367","FLJ34319"
"31301",11816,"chr19",32832605,32833262,3.7485,"transcription_start_site","+",32836513,32836513,-3251,-3580,22847,"ZNF507","chr19:32836513-32836513",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:32836513-32836513&pix=800&Submit=submit","zinc finger protein 507","NM_014910","-"
"28993",10912,"chr17",48634624,48635175,3.5005,"transcription_start_site","+",48638428,48638428,-3253,-3528,8913,"CACNA1G","chr17:48638428-48638428",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:48638428-48638428&pix=800&Submit=submit,Cav3.1,NBR13,MGC117234","calcium channel, voltage-dependent, T type, alpha 1G subunit","BC110995","Ca(V)T.1"
"36389",13656,"chrX",53452881,53453135,3.1764,"transcription_start_site","-",53449618,53449618,-3263,-3392,8243,"SMC1A","chrX:53449618-53449618",9900,"DXS423E,SMC1alpha,SMC1L1,SB1.8,SMCB,SMC1,KIAA0178,DKFZp686L19178,MGC138332,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:53449618-53449618&pix=800&Submit=submit","structural maintenance ofchromosomes 1A","NM_006306","CDLS2"
"36388",13656,"chrX",53452881,53453135,3.1764,"transcription_start_site","-",53449617,53449617,-3264,-3392,8243,"SMC1L1","chrX:53449617-53449617",9900,"DXS423E,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:53449617-53449617&pix=800&Submit=submit,SMC1alpha,SMC1L1,SB1.8,SMCB,SMC1,KIAA0178,DKFZp686L19178,MGC138332","structural maintenance ofchromosomes 1A","BC112127","CDLS2"
"32028",12065,"chr19",45877073,45877640,2.5285,"transcription_start_site","-",45873808,45873808,-3265,-3548,2068,"ERCC2","chr19:45873808-45873808",9900,"EM9,XPD,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:45873808-45873808&pix=800&Submit=submit,TTD,MGC126218,MGC126219,MGC102762","excision repair cross-complementing rodent repair deficiency, complementation group 2","BC108255","COFS2"
"37048",13882,"chrX",140093154,140093492,2.2452,"transcription_start_site","+",140096760,140096760,-3268,-3456,728695,"SPANXB1","chrX:140096760-140096760",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:140096760-140096760&pix=800&Submit=submit,CT11.2,SPANXB,SPANX-B","SPANX family, member B1","NM_032461","B1"
"37049",13882,"chrX",140093154,140093492,2.2452,"transcription_start_site","+",140096760,140096760,-3268,-3456,100133171,"SPANXB2","chrX:140096760-140096760",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:140096760-140096760&pix=800&Submit=submit,SPANXB","SPANX family, member B2","NM_145664","SPANX"
"37050",13882,"chrX",140093154,140093492,2.2452,"transcription_start_site","+",140096760,140096760,-3268,-3456,171490,"SPANXF1","chrX:140096760-140096760",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:140096760-140096760&pix=800&Submit=submit","SPANX family, member F1","NM_139019","-"
"13889",5290,"chr7",129929549,129929702,3.2523,"transcription_start_site","+",129932973,129932973,-3271,-3344,51200,"CPA4","chr7:129932973-129932973",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:129932973-129932973&pix=800&Submit=submit","carboxypeptidase A4","NM_016352","CPA3"
"26738",10112,"chr16",67973990,67974633,2.5318,"transcription_start_site","-",67970718,67970718,-3272,-3592,5699,"PSMB10","chr16:67970718-67970718",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:67970718-67970718&pix=800&Submit=submit,MGC1665,MECL1,beta2i","proteasome (prosome, macropain) subunit, beta type, 10","BC052369","LMP10"
"25316",9583,"chr15",85355637,85356636,3.2228,"transcription_start_site","+",85359910,85359910,-3274,-3768,57538,"ALPK3","chr15:85359910-85359910",9900,"MIDORI,FLJ21176,MAK,KIAA1330,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:85359910-85359910&pix=800&Submit=submit","alpha-kinase 3","NM_020778","FLJ12881"
"28545",10758,"chr17",40164897,40165763,3.7864,"transcription_start_site","+",40169037,40169037,-3274,-3708,28511,"NKIRAS2","chr17:40169037-40169037",9900,"KBRAS2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:40169037-40169037&pix=800&Submit=submit,kappaB-Ras2,MGC74742","NFKB inhibitor interacting Ras-like 2","BC063498","DKFZp434N1526"
"26875",10164,"chr16",72037152,72037697,3.6031,"transcription_start_site","-",72033877,72033877,-3275,-3544,342372,"PKD1L3","chr16:72033877-72033877",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:72033877-72033877&pix=800&Submit=submit","polycystic kidney disease 1-like 3","NM_181536","-"
"10676",4052,"chr5",179917390,179918140,4.0133,"transcription_start_site","+",179921416,179921416,-3276,-3648,57472,"CNOT6","chr5:179921416-179921416",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:179921416-179921416&pix=800&Submit=submit,KIAA1194","CCR4-NOT transcription complex, subunit 6","NM_015455","CCR4"
"33184",12478,"chr20",3999330,4001478,3.6378,"transcription_start_site","-",3996054,3996054,-3276,-4350,11237,"RNF24","chr20:3996054-3996054",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:3996054-3996054&pix=800&Submit=submit","ring finger protein 24","NM_007219","G1L"
"34839",13135,"chr22",24306650,24306795,2.5189,"transcription_start_site","-",24303373,24303373,-3277,-3352,2953,"GSTT2","chr22:24303373-24303373",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:24303373-24303373&pix=800&Submit=submit","glutathione S-transferase theta 2","BC002415","MGC182032"
"2460",902,"chr1",161283040,161283377,2.5472,"transcription_start_site","-",161279762,161279762,-3278,-3440,4359,"MPZ","chr1:161279762-161279762",9900,"CMT1B,CMT1,CMT2I,HMSNIB,CMT2J,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:161279762-161279762&pix=800&Submit=submit,MPP,DSS,CMTDI3,CMT4E,P0","myelin protein zero","NM_000530","CHM"
"4107",1540,"chr2",85842430,85842665,2.9302,"transcription_start_site","-",85839152,85839152,-3278,-3392,388969,"C2orf68","chr2:85839152-85839152",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:85839152-85839152&pix=800&Submit=submit,MGC131675,FLJ35653","chromosome 2 open reading frame 68","BC111483","FLJ14112"
"24076",9125,"chr14",93669873,93670111,2.5312,"transcription_start_site","+",93673400,93673400,-3289,-3408,55148,"UBR7","chr14:93673400-93673400",9900,"MGC9518,FLJ10483,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:93673400-93673400&pix=800&Submit=submit","ubiquitin protein ligase E3 component n-recognin 7 (putative)","NM_175748","C14orf130"
"29590",11144,"chr17",78453685,78454024,2.4604,"transcription_start_site","-",78450388,78450388,-3297,-3472,4884,"NPTX1","chr17:78450388-78450388",9900,"MGC105123,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:78450388-78450388&pix=800&Submit=submit,NP1","neuronal pentraxin I","BC089441","DKFZp686J2446"
"5580",2100,"chr2",239135775,239137028,3.4618,"transcription_start_site","+",239140326,239140326,-3298,-3920,643387,"LOC643387","chr2:239140326-239140326",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:239140326-239140326&pix=800&Submit=submit","TAR DNA binding protein pseuodgene","NR_026923","-"
"29157",10974,"chr17",61901359,61901510,2.5082,"transcription_start_site","+",61904809,61904809,-3299,-3372,5705,"PSMC5","chr17:61904809-61904809",9900,"p45,TRIP1,SUG-1,SUG1,p45/SUG,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:61904809-61904809&pix=800&Submit=submit,TBP10","proteasome (prosome, macropain) 26S subunit, ATPase, 5","NM_002805","S8"
"15848",6092,"chr9",37750262,37750501,2.4874,"transcription_start_site","+",37753801,37753801,-3300,-3416,158234,"RG9MTD3","chr9:37753801-37753801",9900,"RP11-3J10.9,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:37753801-37753801&pix=800&Submit=submit,bA3J10.9","RNA (guanine-9-) methyltransferase domain containing 3","NM_144964","FLJ31455"
"36641",13745,"chrX",99895097,99895756,1.9176,"transcription_start_site","-",99891794,99891794,-3303,-3632,7105,"TSPAN6","chrX:99891794-99891794",9900,"TM4SF6,TSPAN-6,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:99891794-99891794&pix=800&Submit=submit","tetraspanin 6","NM_003270","T245"
"7771",2959,"chr4",2961341,2962034,3.0987,"transcription_start_site","+",2965342,2965342,-3308,-3654,2868,"GRK4","chr4:2965342-2965342",9900,"IT11,GRK4a,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:2965342-2965342&pix=800&Submit=submit,GPRK4","G protein-coupled receptor kinase 4","NM_182982","GPRK2L"
"34835",13135,"chr22",24306650,24306795,2.5189,"transcription_start_site","-",24303340,24303340,-3310,-3384,653689,"GSTT2B","chr22:24303340-24303340",9900,"MGC87963,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:24303340-24303340&pix=800&Submit=submit","glutathione S-transferase theta 2B (gene/pseudogene)","BC071700","GSTT2P"
"27207",10295,"chr17",658742,659502,2.3906,"transcription_start_site","-",655431,655431,-3311,-3691,50628,"GEMIN4","chr17:655431-655431",9900,"HC56,DKFZp434D174,HHRF-1,HCAP1,p97,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:655431-655431&pix=800&Submit=submit","gem (nuclear organelle) associated protein 4","BC020062","DKFZp434B131"
"2303",845,"chr1",156255928,156256575,3.4129,"transcription_start_site","-",156252616,156252616,-3312,-3648,23381,"SMG5","chr1:156252616-156252616",9900,"LPTS-RP1,SMG-5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:156252616-156252616&pix=800&Submit=submit,RP11-54H19.7,FLJ34864,LPTSRP1,KIAA1089","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)","BC038296","EST1B"
"11511",4348,"chr6",44087681,44088218,3.3532,"transcription_start_site","-",44084367,44084367,-3314,-3580,64928,"MRPL14","chr6:44084367-44084367",9900,"RMPL32,MGC70566,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:44084367-44084367&pix=800&Submit=submit,MRP-L32,MRP-L14,RPML32,MRPL32","mitochondrial ribosomal protein L14","BC065005","L14mt"
"32900",12373,"chr19",56911603,56912064,2.3759,"transcription_start_site","+",56915382,56915382,-3318,-3552,147949,"ZNF583","chr19:56915382-56915382",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:56915382-56915382&pix=800&Submit=submit,MGC133237","zinc finger protein 583","NM_001159860","FLJ31030"
"14558",5560,"chr8",22553876,22554427,2.7281,"transcription_start_site","-",22550554,22550554,-3322,-3598,1960,"EGR3","chr8:22550554-22550554",9900,"PILOT,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:22550554-22550554&pix=800&Submit=submit","early growth response 3","BC112279","MGC138484"
"33946",12773,"chr20",57762471,57762752,2.0468,"transcription_start_site","+",57766074,57766074,-3322,-3460,128611,"ZNF831","chr20:57766074-57766074",9900,"dJ492J12.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:57766074-57766074&pix=800&Submit=submit","zinc finger protein 831","NM_178457","C20orf174"
"13844",5273,"chr7",127633986,127634235,2.3696,"transcription_start_site","+",127637561,127637561,-3326,-3448,27099,"C7orf54","chr7:127637561-127637561",9900,"NSG-X,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:127637561-127637561&pix=800&Submit=submit,NAG8","chromosome 7 open reading frame 54","NR_027330","MGC138346"
"35448",13346,"chr22",44563860,44565509,2.6828,"transcription_start_site","+",44568835,44568835,-3326,-4152,64098,"PARVG","chr22:44568835-44568835",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:44568835-44568835&pix=800&Submit=submit","parvin, gamma","NR_024427","-"
