"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ACC","ncbi_gene_id","Name","Region","color","OTHER","description","ID","accession","synonyms","X"
"12072","35156","chr19","44012787","44013318","4.3597","transcription_start_site","-","44008985",44008985,-3802,-4072,"",653583,"PHLDB3","chr19:44008985-44008985","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:44008985-44008985&pix=800&Submit=submit,MGC87511","pleckstrin homology-like domain, family B, member 3","","NM_198850","FLJ40193",""
"10150","34424","chr17","80689301","80689646","2.6498","transcription_start_site","+","80693451",80693451,-3805,-3976,"",64122,"FN3K","chr17:80693451-80693451","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:80693451-80693451&pix=800&Submit=submit","fructosamine 3 kinase","","NM_022158","-",""
"1853","24988","chr1","151479607","151480054","3.9446","transcription_start_site","+","151483861",151483861,-3807,-4032,"",57530,"CGN","chr1:151483861-151483861","009900","KIAA1319,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:151483861-151483861&pix=800&Submit=submit,FLJ39281","cingulin","","NM_020770","DKFZp779N1112",""
"2163","25093","chr1","160155894","160156457","2.519","transcription_start_site","+","160160284",160160284,-3827,-4112,"",844,"CASQ1","chr1:160160284-160160284","009900","PDIB1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:160160284-160160284&pix=800&Submit=submit","calsequestrin 1 (fast-twitch, skeletal muscle)","","NM_001231","CASQ",""
"9216","34072","chr17","42349269","42349720","2.5473","transcription_start_site","-","42345435",42345435,-3834,-4060,"",6521,"SLC4A1","chr17:42345435-42345435","009900","CD233,MGC116753,WR,MGC126619,MGC116750,FR,BND3,WD,EPB3,SW,MGC126623,EMPB3,DI,RTA1A,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:42345435-42345435&pix=800&Submit=submit,WD1","solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)","","BC101574","AE1",""
"9349","34129","chr17","46675668","46676015","2.5331","transcription_start_site","+","46679852",46679852,-3837,-4012,"",404266,"LOC404266","chr17:46679852-46679852","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:46679852-46679852&pix=800&Submit=submit","hypothetical LOC404266","","BC010732","LOC404266",""
"15624","36912","chrX","152993388","152993643","2.1209","transcription_start_site","-","152989549",152989549,-3839,-3968,"",10134,"BCAP31","chrX:152989549-152989549","009900","CDM,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:152989549-152989549&pix=800&Submit=submit,BAP31,DXS1357E","B-cell receptor-associated protein 31","","NM_001139457","6C6-AG",""
"9128","34047","chr17","40992632","40992766","2.4563","transcription_start_site","+","40996608",40996608,-3842,-3908,"",314,"AOC2","chr17:40996608-40996608","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:40996608-40996608&pix=800&Submit=submit,RAO","amine oxidase, copper containing 2 (retina-specific)","","NM_009590","DAO2",""
"14048","36399","chr22","46650043","46650776","3.688","transcription_start_site","-","46646193",46646193,-3850,-4216,"",150383,"C22orf40","chr22:46646193-46646193","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:46646193-46646193&pix=800&Submit=submit","chromosome 22 open reading frame 40","","NM_207327","-",""
"10052","34397","chr17","79831674","79832824","2.8507","transcription_start_site","-","79827814",79827814,-3860,-4432,"",396,"ARHGDIA","chr17:79827814-79827814","009900","MGC117248,RHOGDI-1,RHOGDI,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:79827814-79827814&pix=800&Submit=submit","Rho GDP dissociation inhibitor (GDI) alpha","","BC016031","GDIA1",""
"523","24503","chr1","24825269","24825524","2.1712","transcription_start_site","+","24829386",24829386,-3862,-3990,"",11123,"RCAN3","chr1:24829386-24829386","009900","MCIP3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:24829386-24829386&pix=800&Submit=submit,RCN3,hRCN3","RCAN family member 3","","NM_013441","DSCR1L2",""
"10264","34478","chr18","9704007","9704362","2.7939","transcription_start_site","+","9708227",9708227,-3865,-4043,"",11031,"RAB31","chr18:9708227-9708227","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:9708227-9708227&pix=800&Submit=submit","RAB31, member RAS oncogene family","","NM_006868","Rab22B",""
"15200","36778","chrX","106150430","106150573","2.4134","transcription_start_site","-","106146561",106146561,-3869,-3944,"",92129,"RIPPLY1","chrX:106146561-106146561","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:106146561-106146561&pix=800&Submit=submit","ripply1 homolog (zebrafish)","","NM_138382","-",""
"12348","35267","chr19","49137189","49137404","2.2795","transcription_start_site","+","49141295",49141295,-3891,-4000,"",653677,"SEC1","chr19:49141295-49141295","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49141295-49141295&pix=800&Submit=submit,FLJ58287","secretory blood group 1","","NR_004401","DKFZp434P0672",""
"11735","35048","chr19","37020094","37020249","2.2242","transcription_start_site","-","37016201",37016201,-3893,-3972,"",339324,"ZNF260","chr19:37016201-37016201","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:37016201-37016201&pix=800&Submit=submit,ZFP260","zinc finger protein 260","","BC119003","OZRF1",""
"126","24347","chr1","6081477","6082482","3.5534","transcription_start_site","+","6086379",6086379,-3897,-4399,"",8514,"KCNAB2","chr1:6086379-6086379","009900","KV-BETA-2,HKvbeta2,HKvbeta2.1,HKvbeta2.2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:6086379-6086379&pix=800&Submit=submit,MGC117289,KCNA2B","potassium voltage-gated channel, shaker-related subfamily, beta member 2","","NM_003636","AKR6A5",""
"2342","25160","chr1","180160352","180163244","4.2557","transcription_start_site","+","180167143",180167143,-3899,-5344,"",200058,"FLJ23867","chr1:180167143-180167143","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:180167143-180167143&pix=800&Submit=submit","hypothetical protein FLJ23867","","NR_026900","-",""
"13921","36346","chr22","42471244","42471799","2.7892","transcription_start_site","+","42475698",42475698,-3899,-4176,"",91689,"C22orf32","chr22:42475698-42475698","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:42475698-42475698&pix=800&Submit=submit,dJ186O1.1","chromosome 22 open reading frame 32","","NM_033318","DDDD",""
"10555","34595","chr18","56525798","56526157","3.2086","transcription_start_site","+","56530060",56530060,-3903,-4084,"",55205,"ZNF532","chr18:56530060-56530060","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:56530060-56530060&pix=800&Submit=submit","zinc finger protein 532","","NM_018181","FLJ10697",""
"13893","36337","chr22","41952337","41953110","2.2026","transcription_start_site","+","41957013",41957013,-3903,-4288,"",27254,"CSDC2","chr22:41957013-41957013","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:41957013-41957013&pix=800&Submit=submit,dJ347H13.2","cold shock domain containing C2, RNA binding","","NM_014460","PIPPIN",""
"15741","36944","chrX","153998354","153999365","3.2829","transcription_start_site","+","154003272",154003272,-3907,-4416,"",677835,"SNORA56","chrX:154003272-154003272","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:154003272-154003272&pix=800&Submit=submit","small nucleolar RNA, H/ACA box 56","","NR_002984","ACA56",""
"9075","34033","chr17","40432332","40432875","3.6393","transcription_start_site","-","40428424",40428424,-3908,-4180,"",6777,"STAT5B","chr17:40428424-40428424","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:40428424-40428424&pix=800&Submit=submit","signal transducer and activator of transcription 5B","","NM_012448","STAT5",""
"11889","7134","chr19","39829024","39829195","2.4352","transcription_start_site","+","39833107",39833107,-3912,-3996,"",55095,"SAMD4B","chr19:39833107-39833107","009900","MGC99832,SMGB,hSmaug2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:39833107-39833107&pix=800&Submit=submit","sterile alpha motif domain containing 4B","","NM_018028","FLJ10211",""
"11783","35067","chr19","38187051","38187704","3.1214","transcription_start_site","-","38183136",38183136,-3915,-4240,"",163115,"ZNF781","chr19:38183136-38183136","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:38183136-38183136&pix=800&Submit=submit,MGC131783","zinc finger protein 781","","BC108687","FLJ37549",""
"12279","35235","chr19","48022198","48023389","2.7874","transcription_start_site","-","48018278",48018278,-3920,-4512,"",8775,"NAPA","chr19:48018278-48018278","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:48018278-48018278&pix=800&Submit=submit","N-ethylmaleimide-sensitive factor attachment protein, alpha","","BC007432","SNAPA",""
"2018","25036","chr1","155273752","155274612","3.1266","transcription_start_site","+","155278538",155278538,-3926,-4368,"",2224,"FDPS","chr1:155278538-155278538","009900","FPS,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:155278538-155278538&pix=800&Submit=submit","farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)","","NM_002004","FPPS",""
"10048","34396","chr17","79822286","79822445","2.1923","transcription_start_site","-","79818350",79818350,-3936,-4016,"",5034,"P4HB","chr17:79818350-79818350","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:79818350-79818350&pix=800&Submit=submit,PDI,PDIA1,PO4HB,P4Hbeta,PO4DB,PHDB,ERBA2L,PROHB,GIT","prolyl 4-hydroxylase, beta polypeptide","","BC071892","DSI",""
"11444","34946","chr19","18719616","18719743","2.1561","transcription_start_site","+","18723681",18723681,-3938,-4000,"",25789,"TMEM59L","chr19:18723681-18723681","009900","C19orf4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:18723681-18723681&pix=800&Submit=submit","transmembrane protein 59-like","","NM_012109","BSMAP",""
"9849","34310","chr17","74240264","74240715","3.0423","transcription_start_site","-","74236323",74236323,-3941,-4168,"",114804,"RNF157","chr17:74236323-74236323","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:74236323-74236323&pix=800&Submit=submit","ring finger protein 157","","BC166675","-",""
"144","24354","chr1","6561436","6561779","2.8188","transcription_start_site","-","6557484",6557484,-3952,-4123,"",57449,"PLEKHG5","chr1:6557484-6557484","009900","GEF720,RP4-650H14.3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:6557484-6557484&pix=800&Submit=submit,KIAA0720","pleckstrin homology domain containing, family G (with RhoGef domain) member 5","","NM_001042663","DSMA4",""
"1890","25005","chr1","153596183","153596918","2.3007","transcription_start_site","+","153600872",153600872,-3954,-4320,"",6271,"S100A1","chr1:153600872-153600872","009900","S100-alpha,S100A,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:153600872-153600872&pix=800&Submit=submit","S100 calcium binding protein A1","","NM_006271","S100",""
"143","24353","chr1","6449858","6450283","2.2736","transcription_start_site","-","6445883",6445883,-3975,-4187,"",11332,"ACOT7","chr1:6445883-6445883","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:6445883-6445883&pix=800&Submit=submit,BACH,MGC1126,ACT,LACH1,CTE-II,hBACH,LACH","acyl-CoA thioesterase 7","","NM_181864","ACH1",""
"12040","35141","chr19","42576171","42576303","2.4047","transcription_start_site","+","42580289",42580289,-3986,-4048,"",64763,"ZNF574","chr19:42580289-42580289","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:42580289-42580289&pix=800&Submit=submit,FP972","zinc finger protein 574","","NM_022752","FLJ22059",""
"15701","36930","chrX","153668152","153668487","3.1732","transcription_start_site","+","153672484",153672484,-3997,-4160,"",9130,"FAM50A","chrX:153672484-153672484","009900","HXC-26,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:153672484-153672484&pix=800&Submit=submit,XAP5,DXS9928E","family with sequence similarity 50, member A","","NM_004699","9F",""
"136","24349","chr1","6244084","6244746","3.3171","transcription_start_site","-","6240084",6240084,-4000,-4331,"",26038,"CHD5","chr1:6240084-6240084","009900","KIAA0444,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:6240084-6240084&pix=800&Submit=submit","chromodomain helicase DNA binding protein 5","","BC148803","DKFZp434N231",""
"10845","34711","chr19","3362113","3362570","3.3367","transcription_start_site","+","3366572",3366572,-4002,-4230,"",4782,"NFIC","chr19:3366572-3366572","009900","NFI,CTF5,NF-I,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:3366572-3366572&pix=800&Submit=submit,MGC20153","nuclear factor I/C (CCAAT-binding transcription factor)","","NM_005597","CTF",""
"11379","34919","chr19","16303891","16304642","3.1737","transcription_start_site","+","16308664",16308664,-4022,-4398,"",8907,"AP1M1","chr19:16308664-16308664","009900","CLTNM,MU-1A,CLAPM2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:16308664-16308664&pix=800&Submit=submit","adaptor-related protein complex 1, mu 1 subunit","","NM_032493","AP47",""
"370","24442","chr1","18429333","18430210","3.1722","transcription_start_site","+","18434239",18434239,-4029,-4468,"",84966,"IGSF21","chr1:18434239-18434239","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:18434239-18434239&pix=800&Submit=submit,MGC15730","immunoglobin superfamily, member 21","","NM_032880","FLJ41177",""
"108","24340","chr1","3664661","3664914","3.1766","transcription_start_site","+","3668964",3668964,-4050,-4176,"",148870,"CCDC27","chr1:3668964-3668964","009900","MGC138317,MGC138313,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:3668964-3668964&pix=800&Submit=submit","coiled-coil domain containing 27","","NM_152492","FLJ32825",""
"11702","35039","chr19","36549268","36550222","4.5582","transcription_start_site","-","36545213",36545213,-4055,-4532,"",199745,"THAP8","chr19:36545213-36545213","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:36545213-36545213&pix=800&Submit=submit","THAP domain containing 8","","BC046207","FLJ32891",""
"10849","34712","chr19","3504694","3505160","2.3007","transcription_start_site","-","3500621",3500621,-4073,-4306,"",83475,"DOHH","chr19:3500621-3500621","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:3500621-3500621&pix=800&Submit=submit,MGC4293","deoxyhypusine hydroxylase/monooxygenase","","NM_031304","HLRC1",""
"9469","34167","chr17","49237087","49238814","3.4301","transcription_start_site","+","49242890",49242890,-4076,-4936,"",4831,"NME2","chr17:49242890-49242890","009900","NDPKB,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:49242890-49242890&pix=800&Submit=submit,NDPK-B,NM23B,NM23-H2,puf","non-metastatic cells 2, protein (NM23B) expressed in","","NM_001018137","MGC111212",""
"11913","35100","chr19","39885760","39886611","2.7432","transcription_start_site","-","39881679",39881679,-4081,-4504,"",54623,"PAF1","chr19:39881679-39881679","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:39881679-39881679&pix=800&Submit=submit,FLJ11123,PD2","Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)","","NM_019088","F23149_1",""
"2226","25113","chr1","161715324","161715463","2.3078","transcription_start_site","+","161719559",161719559,-4096,-4160,"",11266,"DUSP12","chr1:161719559-161719559","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:161719559-161719559&pix=800&Submit=submit,YVH1","dual specificity phosphatase 12","","BC006286","DUSP1",""
"11010","34773","chr19","7025722","7026459","4.68","transcription_start_site","+","7030593",7030593,-4134,-4502,"",284428,"MBD3L5","chr19:7030593-7030593","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:7030593-7030593&pix=800&Submit=submit","methyl-CpG-binding domain protein 3-like 5-like","","NM_001136507","-",""
"1721","24936","chr1","145511808","145512231","2.0804","transcription_start_site","+","145516382",145516382,-4151,-4368,"",8799,"PEX11B","chr1:145516382-145516382","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:145516382-145516382&pix=800&Submit=submit","peroxisomal biogenesis factor 11 beta","","NM_003846","PEX11-BETA",""
"1762","24958","chr1","149912455","149912904","2.1256","transcription_start_site","-","149908266",149908266,-4189,-4400,"",10903,"MTMR11","chr1:149908266-149908266","009900","RP11-212K13.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:149908266-149908266&pix=800&Submit=submit","myotubularin related protein 11","","NM_181873","CRA",""
"14164","36444","chr22","51171608","51172461","3.1198","transcription_start_site","+","51176651",51176651,-4190,-4620,"",49,"ACR","chr22:51176651-51176651","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:51176651-51176651&pix=800&Submit=submit","acrosin","","NM_001097","-",""
"11292","34878","chr19","13101756","13102383","3.1127","transcription_start_site","+","13106583",13106583,-4200,-4513,"",4784,"NFIX","chr19:13106583-13106583","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:13106583-13106583&pix=800&Submit=submit","nuclear factor I/X (CCAAT-binding transcription factor)","","NM_002501","NF1A",""
"15452","8057","chrX","135967079","135967505","2.8285","transcription_start_site","-","135962875",135962875,-4204,-4416,"",27316,"RBMX","chrX:135962875-135962875","009900","RBMXP1,RNMX,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:135962875-135962875&pix=800&Submit=submit,hnRNP-G,RBMXRT","RNA binding motif protein, X-linked","","BC006550","HNRPG",""
"14195","36457","chrX","2604572","2605022","2.9359","transcription_start_site","+","2609227",2609227,-4205,-4430,"",4267,"CD99","chrX:2609227-2609227","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:2609227-2609227&pix=800&Submit=submit,MIC2,MIC2X,MIC2Y,MSK5X","CD99 molecule","","NM_001122898","HBA71",""
"13840","36323","chr22","39911218","39912359","3.8061","transcription_start_site","+","39916568",39916568,-4209,-4780,"",468,"ATF4","chr22:39916568-39916568","009900","CREB2,TAXREB67,TXREB,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:39916568-39916568&pix=800&Submit=submit","activating transcription factor 4 (tax-responsive enhancer element B67)","","NM_001675","CREB-2",""
"10063","34398","chr17","79845121","79845383","2.5957","transcription_start_site","+","79849598",79849598,-4215,-4352,"",51529,"ANAPC11","chr17:79849598-79849598","009900","HSPC214,MGC882,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:79849598-79849598&pix=800&Submit=submit,Apc11p","anaphase promoting complex subunit 11","","NM_001002244","APC11",""
"10989","34763","chr19","6380078","6380423","3.0363","transcription_start_site","-","6375860",6375860,-4218,-4390,"",5623,"PSPN","chr19:6375860-6375860","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:6375860-6375860&pix=800&Submit=submit","persephin","","NM_004158","PSP",""
"7709","33014","chr15","101839619","101839871","2.0044","transcription_start_site","-","101835395",101835395,-4224,-4352,"",6627,"SNRPA1","chr15:101835395-101835395","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:101835395-101835395&pix=800&Submit=submit","small nuclear ribonucleoprotein polypeptide A		BC071717	-	
33014	chr15	101839619	101839871	2.0044	transcription_start_site	-	101835441	101835441	-4178	-4304		6627	SNRPA1	chr15:101835441-101835441	009900	http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:101835441-101835441&pix=800&Submit=submit	small nuclear ribonucleoprotein polypeptide A","","BC022816","-",""
"10251","34469","chr18","7750282","7750746","2.8764","transcription_start_site","+","7754970",7754970,-4224,-4456,"",5797,"PTPRM","chr18:7754970-7754970","009900","hR-PTPu,RPTPM,PTPRL1,R-PTP-MU,RPTPU,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:7754970-7754970&pix=800&Submit=submit","protein tyrosine phosphatase, receptor type, M","","BC051651","MGC166994",""
"9757","34282","chr17","72926369","72927669","3.6805","transcription_start_site","+","72931896",72931896,-4227,-4872,"",347741,"OTOP3","chr17:72931896-72931896","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:72931896-72931896&pix=800&Submit=submit","otopetrin 3","","NM_178233","-",""
"11018","34776","chr19","7498923","7500346","2.7678","transcription_start_site","+","7504573",7504573,-4227,-4938,"",23370,"ARHGEF18","chr19:7504573-7504573","009900","MGC15913,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:7504573-7504573&pix=800&Submit=submit,P114-RhoGEF","Rho/Rac guanine nucleotide exchange factor (GEF) 18","","NM_001130955","KIAA0521",""
"704","24567","chr1","32174009","32175050","3.6205","transcription_start_site","-","32169768",32169768,-4241,-4760,"",1307,"COL16A1","chr1:32169768-32169768","009900","FP1572,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:32169768-32169768&pix=800&Submit=submit","collagen, type XVI, alpha 1","","NM_001856","447AA",""
"11317","34890","chr19","14298660","14299912","3.7859","transcription_start_site","-","14294419",14294419,-4241,-4867,"",22859,"LPHN1","chr19:14294419-14294419","009900","LEC2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:14294419-14294419&pix=800&Submit=submit,CL1","latrophilin 1","","BC168378","CIRL1",""
"972","24659","chr1","43837915","43838358","2.9067","transcription_start_site","-","43833666",43833666,-4249,-4472,"",64834,"ELOVL1","chr1:43833666-43833666","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:43833666-43833666&pix=800&Submit=submit,Ssc1","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1","","BC000618","CGI-88",""
"81","24327","chr1","1977008","1977655","3.4826","transcription_start_site","+","1981908",1981908,-4253,-4576,"",5590,"PRKCZ","chr1:1981908-1981908","009900","PKC2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:1981908-1981908&pix=800&Submit=submit","protein kinase C, zeta","","NM_002744","PKC-ZETA",""
"9752","34280","chr17","72576055","72576802","3.6863","transcription_start_site","+","72581056",72581056,-4254,-4624,"",146723,"C17orf77","chr17:72581056-72581056","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:72581056-72581056&pix=800&Submit=submit","chromosome 17 open reading frame 77","","NM_152460","FLJ31882",""
"10645","34637","chr18","74397344","74397781","2.9062","transcription_start_site","+","74402045",74402045,-4264,-4480,"",400661,"FLJ44881","chr18:74402045-74402045","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:74402045-74402045&pix=800&Submit=submit","FLJ44881","","BC119776","-",""
"11169","34827","chr19","10396136","10396390","2.0881","transcription_start_site","+","10400654",10400654,-4264,-4391,"",7087,"ICAM5","chr19:10400654-10400654","009900","TLN,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:10400654-10400654&pix=800&Submit=submit","intercellular adhesion molecule 5, telencephalin","","NM_003259","TLCN",""
"9865","34319","chr17","74537945","74538894","2.7989","transcription_start_site","-","74533663",74533663,-4282,-4752,"",114757,"CYGB","chr17:74533663-74533663","009900","STAP,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:74533663-74533663&pix=800&Submit=submit","cytoglobin","","BC029798","HGB",""
"9910","34338","chr17","75995457","75996027","3.6791","transcription_start_site","+","76000317",76000317,-4290,-4576,"",57690,"TNRC6C","chr17:76000317-76000317","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:76000317-76000317&pix=800&Submit=submit,KIAA1582","trinucleotide repeat containing 6C","","NM_018996","FLJ20015",""
"10215","34454","chr18","652969","653313","2.6351","transcription_start_site","+","657603",657603,-4290,-4462,"",7298,"TYMS","chr18:657603-657603","009900","MGC88736,TMS,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:657603-657603&pix=800&Submit=submit,TS","thymidylate synthetase","","NM_001071","HST422",""
